id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,212.56149449586238,1008.7931097459538,201.07651374844363,644.8636935666771,1230.0001700694113,340.66134065634265,619.5020509904458,741.9501057046723,1532.3298768097807,585.9950019853814,1651.6768727836582,750.7204948770814,704.6754843291063,1906.2634838224944,1575.6585890955664,1850.6034944195974,1753.6070985790702,1753.54330442611,1478.4824426644743,1731.4837814689813,3006.977351766486,2010.6774304660382,2327.8720534045847,2851.1240231076413,2489.937476856179,2637.3982962758955,3041.6051196141057,2784.142239158286,3045.1850697459654
1,212.73074017542288,0.0,802.8574671967468,39.55714561042779,456.6540536685699,1043.6076221170233,133.21744172198225,422.4122952266588,536.0144631497539,1345.9373541857594,380.0580064652032,1445.7412302199964,544.7848522710518,498.73848880948856,1700.3278412425057,1389.277733687378,1644.667851864496,1567.2262431795825,1567.162450130842,1686.970159521903,1939.971498319924,2801.041709156612,2219.1651473015545,2536.359770228046,3059.611752811822,2303.5566225325056,2451.0174419526656,2855.224265441111,2597.7613848673436,2858.8042154367818
2,1009.2459068754389,802.9844667190556,0.0,821.7797551580084,653.4966454607837,1336.4624540767225,670.2697379052449,538.1139231105789,275.003911117492,1638.794141676924,527.3199364203215,650.320034454428,406.98349820355367,645.2790084429597,904.9066503256906,1682.4751564769263,1388.4814981497818,1860.4236659686767,1860.3598839745719,1624.1775642099665,1583.9997492057516,2544.855355535672,2244.632777443791,2561.931606339785,3189.582360969174,2596.7540559767167,2744.2148753968413,3148.421701766593,2890.9588183238757,3152.0016489529585
3,201.30792276882627,39.77671301355243,821.7876535669136,0.0,484.44160237888616,1071.3633987914175,152.1476280934116,441.3424815973751,554.9446495210927,1373.6931295342322,398.9881928367503,1464.6714165890746,563.7150386401426,517.6686751814929,1719.2580276137485,1417.0328994867862,1663.5980382396738,1594.9814089702131,1594.9176157700872,1677.4689810278544,1930.470319856094,2819.971895582497,2209.6639688261366,2526.8585917881264,3050.11057393833,2331.3117881114945,2478.772607577615,2882.9794311500677,2625.5165504558827,2886.559381031976
4,644.7821559829597,456.6952906222164,653.5011621204319,484.24405204117716,0.0,762.8504778974155,337.39109221157787,118.61404992535378,386.6581179759247,1065.1821654836704,267.54280774985784,1296.3849251503411,391.9052891568954,386.22329050544727,1550.9715361689332,1108.863180295123,1495.3114884181127,1286.8116897769733,1286.7479078307047,2106.948083880341,2230.0646252906645,2651.68534580399,2639.1430717026515,2956.337694654035,3477.454182783868,2023.1420797882517,2170.6028992221095,2574.8097254425707,2317.346842135803,2578.389672752617
5,1230.1774332204725,1043.6658782441036,1336.6459136455494,1071.2215096742561,763.2797342244031,0.0,985.6703356271669,806.0978519794578,1069.8028751305037,314.1814135778599,948.9159883562952,1979.5296766908,1076.479714189928,1067.5964709885031,2234.116287773697,360.7250563922639,2178.456248004085,533.292288448681,540.7447731734907,2524.8635374391965,2777.864876296769,3334.8301054655376,3057.058535112487,3374.2531581123276,3825.6043017833485,1277.1389450197032,1424.5997644711038,1828.8065911536323,1571.3437073327968,1832.3865379170538
6,340.70334360349415,133.0880767670806,670.0479910762728,151.88336520883064,337.40897059081567,985.6272351595144,0.0,289.6027063525807,403.2049870342264,1287.9581014384294,247.2485303380615,1312.9317541070227,411.97537615390615,365.92901268278644,1567.5183651091618,1331.5842869855378,1511.8583757199938,1509.5327964801884,1509.469014057665,1816.280265914958,2069.281604768772,2668.2322330566553,2348.4752537078716,2665.669876666156,3188.921858727428,2245.8631860154205,2393.3240054613907,2797.53083157063,2540.067948312578,2801.110778881773
7,619.4811850489658,422.01292315142535,538.0932744624356,440.8082115937017,118.56596889207054,805.7947222324215,289.29624565928754,0.0,271.25024231046626,1108.126409817861,178.54825572961013,1180.977037495704,276.4881365193859,297.22874014717144,1435.5636485024859,1151.8074246320919,1379.9036181265499,1329.7559341106974,1329.6921521589766,2092.7269908465382,2114.65673758872,2536.277475481728,2624.9219786268764,2942.1166015900185,3464.191190031616,2066.0863241149164,2213.5471435553904,2617.7539698143037,2360.291086452967,2621.3339170206486
8,742.2614072762265,535.9999671223912,275.23119596600776,554.7952555660651,386.5114881726773,1069.4776018559996,403.2852383104221,271.1287325550403,0.0,1371.8092894450504,260.33543682102214,918.114958990517,134.5861436416489,378.29450884310324,1172.701570000877,1415.4903042619978,1113.5163692527015,1593.4388137522683,1593.3750318223038,1891.9724739627754,1851.7946591012014,2269.8902265511633,2512.427687214628,2829.726516165168,3457.3772708742936,2329.769203795672,2477.230023262136,2881.4368494186047,2623.973966109787,2885.0167966701392
9,1532.363039861109,1345.8514426843342,1638.8289216402377,1373.407076789915,1065.4627422325277,314.1450603835851,1287.8541213039941,1108.2808599953178,1371.9858831375705,0.0,1251.0989963712323,2281.71268468154,1378.6627221995948,1369.7794790025657,2536.2992957293786,638.2757147349853,2480.6392560004265,810.8032152641083,830.6217849789529,2827.053385200003,3080.0547240804162,3637.013113481487,3359.2483828895606,3676.4430058843623,4127.799491708622,1567.0260286753567,1714.4868475490427,2119.131760790012,1861.2307909950978,2122.2736215575287
